ID,0,1
0,497.0116577,22.6972663
1,467.9290183,85.65493622
2,687.6367054,37.40981452
3,721.2827768,61.60475601
4,464.3477675,46.35470747
5,445.8453909,75.48117321
6,891.7131755,33.49744715
7,706.1919225,21.54359582
8,445.5576303,12.87077476
9,760.4765302,24.87165212
10,765.7198846,304.8711601
11,840.7748772,347.9731824
12,686.6092827,72.2305187
13,867.2269851,129.4717262
14,947.9146965,56.92793938
15,925.7870809,71.67336207
16,717.0944942,28.78453747
17,712.8913672,23.49676441
18,650.351169,130.8669008
19,635.9802074,63.64100866
20,663.2826389,22.22491598
21,769.2999022,10.21735639
22,1326.441752,28.87861231
23,507.6374699,32.07131497
24,472.3266525,52.62112413
25,450.9830937,96.3312115
26,714.6284121,164.2892066
27,468.7402551,46.86969731
28,439.5985856,49.67824168
29,423.9428745,73.60508174
30,693.8601365,73.53857371
31,429.8280215,16.87285003
32,543.6636938,62.0515097
33,844.8820176,401.7787633
34,859.104982,425.8561226
35,852.9928008,419.5355726
36,979.2699779,45.59627856
37,937.8799173,127.9769344
38,926.3589037,135.9374478
39,836.6858821,10.18731968
40,762.601038,18.44720039
41,702.6363291,30.54668135
42,694.9705802,29.18742161
43,636.6314771,64.45990561
44,911.1695094,34.09724339
45,637.7674911,72.46057114
46,488.1945709,33.20408194
47,467.6046829,66.71959347
48,620.2626824,38.99599953
49,438.7187901,15.89547238
50,436.3788634,19.98063845
51,422.7674527,42.30035005
52,949.2680646,195.8622174
53,723.9009661,86.67124125
54,814.2177994,371.0205672
55,892.0747936,485.0823657
56,629.854209,12.78597794
57,671.5477492,103.4479976
58,847.4837412,547.671591
59,874.4316019,547.2837109
60,800.248256,25.32146464
61,768.9600919,40.78735518
62,713.5335444,15.18139697
63,716.1957003,87.05019355
64,711.2449488,86.13896752
65,1216.493848,18.77750382
66,1174.162623,12.79115867
67,1705.16492,160.9197544
68,626.0541186,18.52638712
69,482.9612003,45.07972784
70,461.7967806,40.26930657
71,445.6920622,66.15718497
72,713.4877375,342.3706912
73,436.8804445,20.36464444
74,416.6987786,27.22004416
75,405.0718793,45.94026963
76,939.6803779,234.184117
77,845.957709,468.5215784
78,828.0993799,472.2953347
79,887.0869826,505.9202968
80,789.4206174,366.336105
81,850.0883079,550.4457572
